MODELYEAR,MAKE,MODEL,VEHICLECLASS,FUELTYPE,CYLINDERS,ENGINESIZE,FUELCONSUMPTION_HWY,FUELCONSUMPTION_CITY,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,X,6,3.6,11.2,17,14.4,230
2014,CHRYSLER,300 (MDS),FULL-SIZE,X,8,5.7,9.2,15.8,12.8,294
2014,CHRYSLER,300 AWD,FULL-SIZE,X,6,3.6,8.6,12.8,10.9,251
2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,X,8,5.7,10,16.1,13.4,308
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,X,6,3.6,8.6,12.8,10.9,251
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,Z,6,3.6,11.7,17.3,14.8,237
2014,CHRYSLER,300 FFV,FULL-SIZE,X,6,3.6,7.7,12.4,10.3,237
2014,CHRYSLER,300 FFV,FULL-SIZE,X,6,3.6,10.3,16.8,13.9,222
2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,Z,8,6.4,10.3,16.7,13.8,317
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,X,6,3.6,9.5,14.1,12,276
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,X,6,3.6,13.3,19.7,16.8,269
2014,DODGE,AVENGER,MID-SIZE,X,4,2.4,8,11.2,9.8,225
2014,DODGE,AVENGER,MID-SIZE,X,4,2.4,7.6,12,10,230
2014,DODGE,AVENGER FFV,MID-SIZE,X,6,3.6,8.1,12.5,10.5,242
2014,DODGE,AVENGER FFV,MID-SIZE,Z,6,3.6,11.2,17,14.4,230
2014,DODGE,CHALLENGER,MID-SIZE,X,6,3.6,8.7,13.2,11.2,258
2014,DODGE,CHALLENGER,MID-SIZE,X,8,5.7,10,15.6,13.1,301
2014,DODGE,CHALLENGER (MDS),MID-SIZE,X,8,5.7,9.2,15.8,12.8,294
2014,DODGE,CHALLENGER SRT,MID-SIZE,Z,8,6.4,10.4,16.8,13.9,320
2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,Z,8,6.4,10.3,16.7,13.8,317
2014,DODGE,CHARGER,FULL-SIZE,X,6,3.6,8.7,13.2,11.2,258
2014,DODGE,CHARGER,FULL-SIZE,X,6,3.6,7.7,12.4,10.3,237
2014,DODGE,CHARGER (MDS),FULL-SIZE,X,8,5.7,9.2,15.8,12.8,294
2014,DODGE,CHARGER AWD,FULL-SIZE,X,6,3.6,8.6,12.8,10.9,251
2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,X,8,5.7,10,16.1,13.4,308
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,X,6,3.6,8.6,12.8,10.9,251
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,Z,6,3.6,11.7,17.3,14.8,237
2014,DODGE,CHARGER FFV,FULL-SIZE,X,6,3.6,8.7,13.2,11.2,258
2014,DODGE,CHARGER FFV,FULL-SIZE,X,6,3.6,12.6,18.3,15.7,251
2014,DODGE,CHARGER FFV,FULL-SIZE,X,6,3.6,7.6,12.3,10.2,235
2014,DODGE,CHARGER FFV,FULL-SIZE,Z,6,3.6,10.3,16.8,13.9,222
2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,Z,8,6.4,10.3,16.7,13.8,317
2014,DODGE,DART,MID-SIZE,X,4,2,6.5,9.4,8.1,186
2014,DODGE,DART,MID-SIZE,X,4,2.4,6.8,10.1,8.6,198
2014,DODGE,DART,MID-SIZE,X,4,2.4,6.7,10.5,8.8,202
2014,DODGE,DART FFV,MID-SIZE,X,4,2,7,9.9,8.6,198
2014,DODGE,DART FFV,MID-SIZE,X,4,2,9.8,14.2,12.2,195
2014,DODGE,DART GT,MID-SIZE,X,4,2.4,7.5,10.6,9.2,212
2014,DODGE,DART GT,MID-SIZE,X,4,2.4,7,10.2,8.8,202
2014,DODGE,DART TURBO AERO,MID-SIZE,X,4,1.4,5.9,8.4,7.3,168
2014,DODGE,DART TURBO AERO,MID-SIZE,X,4,1.4,5.8,8.5,7.3,168
2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,X,8,5.7,10.8,17.3,14.4,331
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,X,6,3.6,9.8,13.9,12.1,278
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,Z,6,3.6,13,17.7,15.6,250
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,X,6,3.6,9.4,13.7,11.8,271
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,X,6,3.6,13.1,19.2,16.5,264
2014,DODGE,JOURNEY,SUV - SMALL,X,4,2.4,9.1,12.7,11.1,255
2014,DODGE,JOURNEY AWD,SUV - SMALL,X,6,3.6,9.9,14.5,12.4,285
2014,DODGE,JOURNEY FFV,SUV - SMALL,X,6,3.6,9.4,14.2,12,276
2014,DODGE,JOURNEY FFV,SUV - SMALL,X,6,3.6,12.9,18.9,16.2,259
2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,X,4,1.4,6.9,8.5,7.8,179
2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,X,4,1.4,6.9,8.5,7.8,179
2014,FIAT,500 CABRIO,MINICOMPACT,X,4,1.4,6.9,8.7,7.9,182
2014,FIAT,500 CABRIO,MINICOMPACT,X,4,1.4,6.3,7.9,7.2,166
2014,FIAT,500 CABRIO TURBO,MINICOMPACT,X,4,1.4,6.9,8.5,7.8,179
2014,FIAT,500 HATCHBACK,MINICOMPACT,X,4,1.4,6.9,8.7,7.9,182
2014,FIAT,500 HATCHBACK,MINICOMPACT,X,4,1.4,5.9,7.6,6.8,156
2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,X,4,1.4,6.9,8.5,7.8,179
2014,FIAT,500L TURBO,STATION WAGON - SMALL,X,4,1.4,7.2,10,8.7,200
2014,FIAT,500L TURBO,STATION WAGON - SMALL,X,4,1.4,7.2,9.3,8.4,193
2014,FORD,C-MAX HYBRID,FULL-SIZE,X,4,2,6.4,5.6,6,138
2014,FORD,E150 VAN FFV,VAN - CARGO,X,8,4.6,14.4,17.7,16.2,373
2014,FORD,E150 VAN FFV,VAN - CARGO,Z,8,4.6,19.2,24.1,21.9,350
2014,FORD,E150 VAN FFV,VAN - CARGO,X,8,5.4,14.7,19.3,17.2,396
2014,FORD,E150 VAN FFV,VAN - CARGO,Z,8,5.4,19.6,24.9,22.5,360
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,X,8,4.6,14.6,18.6,16.8,386
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,X,8,4.6,20,25.5,23,368
2014,FORD,E350 WAGON,VAN - PASSENGER,X,10,6.8,17.8,23.9,21.2,488
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,X,8,5.4,15.5,20.6,18.3,421
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,Z,8,5.4,20.5,26.7,23.9,382
2014,FORD,EDGE,SUV - SMALL,X,4,2,7.9,11.3,9.8,225
2014,FORD,EDGE,SUV - SMALL,X,6,3.5,8.7,12.6,10.8,248
2014,FORD,EDGE AWD,SUV - SMALL,X,6,3.5,9.3,13.3,11.5,264
2014,FORD,EDGE AWD,SUV - SMALL,X,6,3.7,10.4,13.7,12.2,281
2014,FORD,ESCAPE,SUV - SMALL,X,4,1.6,7.4,10.4,9.1,209
2014,FORD,ESCAPE,SUV - SMALL,X,4,2,8,10.9,9.6,221
2014,FORD,ESCAPE,SUV - SMALL,X,4,2.5,7.5,10.9,9.4,216
2014,FORD,ESCAPE AWD,SUV - SMALL,X,4,1.6,7.9,10.5,9.3,214
2014,FORD,ESCAPE AWD,SUV - SMALL,X,4,2,8.5,11.2,10,230
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,X,8,5.4,13.3,18.2,16,368
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,X,8,5.4,18,24.5,21.6,346
2014,FORD,EXPLORER,SUV - STANDARD,X,4,2,8.3,11.8,10.2,235
2014,FORD,EXPLORER AWD,SUV - STANDARD,X,6,3.5,10.7,14.8,13,299
2014,FORD,EXPLORER FFV,SUV - STANDARD,X,6,3.5,9.7,13.7,11.9,274
2014,FORD,EXPLORER FFV,SUV - STANDARD,Z,6,3.5,12.9,18.3,15.9,254
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,X,6,3.5,10.3,14.3,12.5,288
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,X,6,3.5,13.9,18.9,16.7,267
2014,FORD,F150,PICKUP TRUCK - STANDARD,X,6,3.5,10.6,14.5,12.7,292
2014,FORD,F150,PICKUP TRUCK - STANDARD,X,6,3.5,10.6,14.6,12.8,294
2014,FORD,F150,PICKUP TRUCK - STANDARD,X,8,6.2,12.9,18.3,15.9,366
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,X,6,3.5,11.3,15.9,13.8,317
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,X,6,3.5,11,15.4,13.4,308
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,X,8,6.2,14.4,20.1,17.5,402
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,6,3.7,10.3,14,12.3,283
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,6,3.7,13.7,18.8,16.5,264
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,6,3.7,10.3,14,12.3,283
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,Z,6,3.7,13.7,18.8,16.5,264
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,8,5,12.3,16.4,14.6,336
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,Z,8,5,16.7,22.1,19.7,315
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,8,5,12.3,16.4,14.6,336
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,X,8,5,16.7,22.1,19.7,315
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,X,6,3.7,11.4,15,13.4,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,Z,6,3.7,15.3,20.2,18,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,X,6,3.7,11.4,15,13.4,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,Z,6,3.7,15.3,20.2,18,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,X,8,5,12.6,16.8,14.9,343
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,Z,8,5,17,22.4,20,320
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,X,8,5,12.5,16.7,14.8,340
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,X,8,5,16.9,22.4,19.9,318
2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,X,8,6.2,15,20.4,18,414
2014,FORD,FIESTA,SUBCOMPACT,X,4,1.6,6.5,8.5,7.6,175
2014,FORD,FIESTA,SUBCOMPACT,X,4,1.6,6.4,8.6,7.6,175
2014,FORD,FIESTA SFE,SUBCOMPACT,X,4,1,5.5,7.5,6.6,152
2014,FORD,FIESTA SFE,SUBCOMPACT,X,4,1.6,5.8,8,7,161
2014,FORD,FIESTA ST,COMPACT,X,4,1.6,6.8,8.9,8,184
2014,FORD,FLEX,SUV - STANDARD,X,6,3.5,9.4,13.2,11.5,264
2014,FORD,FLEX AWD,SUV - STANDARD,X,6,3.5,10.2,13.7,12.1,278
2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,X,6,3.5,10.4,14.8,12.8,294
2014,FORD,FOCUS,COMPACT,X,4,2,7.4,10.2,8.9,205
2014,FORD,FOCUS FFV,COMPACT,X,4,2,6.4,8.8,7.7,177
2014,FORD,FOCUS FFV,COMPACT,X,4,2,8.5,11.7,10.3,165
2014,FORD,FOCUS FFV,COMPACT,X,4,2,6.4,8.9,7.8,179
2014,FORD,FOCUS FFV,COMPACT,Z,4,2,8.5,11.7,10.3,165
2014,FORD,FOCUS FFV,COMPACT,X,4,2,6.6,9.1,8,184
2014,FORD,FOCUS FFV,COMPACT,Z,4,2,8.9,11.9,10.6,170
2014,FORD,FOCUS SFE FFV,COMPACT,X,4,2,5.8,8.4,7.2,166
2014,FORD,FOCUS SFE FFV,COMPACT,X,4,2,8.3,11.6,10.1,162
2014,FORD,FUSION,MID-SIZE,X,4,1.5,6.6,10.1,8.5,196
2014,FORD,FUSION,MID-SIZE,X,4,1.6,6.4,9.4,8.1,186
2014,FORD,FUSION,MID-SIZE,X,4,2,7.1,10.5,9,207
2014,FORD,FUSION,MID-SIZE,X,4,2.5,7,10.5,8.9,205
2014,FORD,FUSION (Start/Stop),MID-SIZE,X,4,1.5,6.3,9.5,8.1,186
2014,FORD,FUSION AWD,MID-SIZE,X,4,2,7.5,10.9,9.4,216
2014,FORD,FUSION HYBRID,MID-SIZE,X,4,2,5.7,5.3,5.5,126
2014,FORD,MUSTANG,SUBCOMPACT,X,6,3.7,7.8,12.1,10.2,235
2014,FORD,MUSTANG,SUBCOMPACT,X,6,3.7,8.1,12.7,10.6,244
2014,FORD,MUSTANG,SUBCOMPACT,X,8,5,9.3,13.3,11.5,264
2014,FORD,MUSTANG,SUBCOMPACT,X,8,5,9.4,15.4,12.7,292
2014,FORD,MUSTANG,SUBCOMPACT,Z,8,5.8,9.9,15.9,13.2,304
2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,X,6,3.7,8.2,12.5,10.6,244
2014,FORD,TAURUS,FULL-SIZE,X,4,2,7.3,10.5,9.1,209
2014,FORD,TAURUS AWD,FULL-SIZE,X,6,3.5,9.4,13.7,11.8,271
2014,FORD,TAURUS FFV,FULL-SIZE,X,6,3.5,8.1,12.1,10.3,237
2014,FORD,TAURUS FFV,FULL-SIZE,Z,6,3.5,11.1,17,14.3,229
2014,FORD,TAURUS FFV AWD,FULL-SIZE,X,6,3.5,9.1,13,11.2,258
2014,FORD,TAURUS FFV AWD,FULL-SIZE,X,6,3.5,12.5,18.4,15.7,251
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,X,4,1.6,8,10.8,9.5,218
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,X,4,2.5,8.2,11.3,9.9,228
2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,X,4,1.6,8.3,11.5,10.1,232
2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,X,4,2.5,8.5,11.9,10.4,239
2014,GMC,ACADIA,SUV - STANDARD,X,6,3.6,9.9,14.3,12.3,283
2014,GMC,ACADIA AWD,SUV - STANDARD,X,6,3.6,10.4,14.9,12.9,297
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,X,6,4.3,12.7,17.1,15.1,347
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,X,8,5.3,13.4,18,15.9,366
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,X,8,5.3,17.7,23.5,20.9,334
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,X,8,5.3,14.2,18.3,16.5,380
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,Z,8,5.3,18.8,23.7,21.5,344
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,X,8,5.3,13.9,18.6,16.5,380
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,Z,8,5.3,18.5,23.9,21.5,344
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,X,8,5.3,14.2,18.3,16.5,380
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,X,8,5.3,19.3,25.3,22.6,362
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,X,8,5.3,13.9,18.6,16.5,380
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,Z,8,5.3,18.5,23.9,21.5,344
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,X,8,5.3,14.2,18.3,16.5,380
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,Z,8,5.3,19.3,25.3,22.6,362
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,X,8,4.8,14.2,21.1,18,414
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,X,8,6,15,21.9,18.8,432
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,Z,8,6,20.4,30,25.7,411
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,X,8,4.8,14.3,21.3,18.2,419
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,X,8,6,15,22.1,18.9,435
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,Z,8,6,20.5,30.2,25.8,413
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,X,6,4.3,9.9,13.4,11.8,271
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,Z,6,4.3,14.2,18.9,16.8,269
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,X,8,5.3,10.3,14.6,12.7,292
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,X,8,5.3,13.7,19.5,16.9,270
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,Z,8,6.2,11.4,16.3,14.1,324
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,X,6,4.3,10.6,14.2,12.6,290
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,Z,6,4.3,15.1,20,17.8,285
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,X,8,5.3,10.6,14.9,13,299
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,X,8,5.3,14.2,19.9,17.3,277
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,Z,8,6.2,11.7,16.4,14.3,329
2014,GMC,TERRAIN,SUV - SMALL,X,4,2.4,7.3,10.5,9.1,209
2014,GMC,TERRAIN,SUV - SMALL,X,6,3.6,9.6,13.9,12,276
2014,GMC,TERRAIN,SUV - SMALL,Z,6,3.6,13.1,18.8,16.2,259
2014,GMC,TERRAIN AWD,SUV - SMALL,X,4,2.4,8.2,11.5,10,230
2014,GMC,TERRAIN AWD,SUV - SMALL,X,6,3.6,9.9,14.8,12.6,290
2014,GMC,TERRAIN AWD,SUV - SMALL,X,6,3.6,13.6,19.8,17,272
2014,GMC,YUKON,SUV - STANDARD,X,8,5.3,11.1,16,13.8,317
2014,GMC,YUKON,SUV - STANDARD,Z,8,5.3,14.6,21.5,18.4,294
2014,GMC,YUKON 4WD,SUV - STANDARD,X,8,5.3,11.1,16,13.8,317
2014,GMC,YUKON 4WD,SUV - STANDARD,X,8,5.3,14.6,21.5,18.4,294
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,Z,8,6.2,11.8,17,14.7,338
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,Z,8,6.2,16.1,23.3,20.1,322
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,Z,8,6.2,13.4,18.8,16.4,377
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,X,8,6.2,17.8,25.7,22.1,354
2014,GMC,YUKON XL,SUV - STANDARD,X,8,5.3,11.1,16,13.8,317
2014,GMC,YUKON XL,SUV - STANDARD,X,8,5.3,14.6,21.5,18.4,294
2014,GMC,YUKON XL 4WD,SUV - STANDARD,X,8,5.3,11.1,16,13.8,317
2014,GMC,YUKON XL 4WD,SUV - STANDARD,Z,8,5.3,14.6,21.5,18.4,294
2014,HONDA,ACCORD,MID-SIZE,X,4,2.4,6.6,9,7.9,182
2014,HONDA,ACCORD,MID-SIZE,X,4,2.4,6.9,9.1,8.1,186
2014,HONDA,ACCORD,MID-SIZE,X,4,2.4,6.9,10.1,8.7,200
2014,HONDA,ACCORD,MID-SIZE,X,6,3.5,6.8,11,9.1,209
2014,HONDA,ACCORD,MID-SIZE,X,6,3.5,7.3,11.4,9.6,221
2014,HONDA,ACCORD,MID-SIZE,X,6,3.5,8.4,13,10.9,251
2014,HONDA,ACCORD HYBRID,MID-SIZE,X,4,2,4.9,4.7,4.8,110
2014,HONDA,CIVIC,COMPACT,X,4,1.8,6,7.9,7,161
2014,HONDA,CIVIC,COMPACT,X,4,1.8,6.2,8.1,7.2,166
2014,HONDA,CIVIC,COMPACT,X,4,1.8,6.6,8.5,7.6,175
2014,HONDA,CROSSTOUR AWD,SUV - SMALL,X,6,3.5,8.5,12.5,10.7,246
2014,HONDA,CR-V,SUV - SMALL,X,4,2.4,7.6,10.3,9.1,209
2014,HONDA,CR-V AWD,SUV - SMALL,X,4,2.4,7.9,10.6,9.4,216
2014,HONDA,CR-Z,TWO-SEATER,X,4,1.5,6,6.6,6.3,145
2014,HONDA,CR-Z,TWO-SEATER,X,4,1.5,6.1,7.6,6.9,159
2014,HONDA,FIT,STATION WAGON - SMALL,X,4,1.5,6.5,8.3,7.5,172
2014,HONDA,FIT,STATION WAGON - SMALL,X,4,1.5,6.9,8.3,7.7,177
2014,HONDA,ODYSSEY,MINIVAN,X,6,3.5,8.5,12.3,10.6,244
2014,HONDA,PILOT,SUV - SMALL,X,6,3.5,9.3,13.3,11.5,265
2014,HONDA,PILOT AWD,SUV - SMALL,X,6,3.5,9.7,13.9,12,276
2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,X,6,3.5,11.3,15.2,13.4,308
2014,HYUNDAI,ACCENT,COMPACT,X,4,1.6,6.3,8.8,7.7,177
2014,HYUNDAI,ACCENT,COMPACT,X,4,1.6,6.4,8.7,7.7,177
2014,HYUNDAI,ELANTRA GT,MID-SIZE,X,4,2,7.2,9.8,8.6,198
2014,HYUNDAI,ELANTRA GT,MID-SIZE,X,4,2,7,9.8,8.5,196
2014,HYUNDAI,EQUUS,FULL-SIZE,Z,8,5,10.2,15.7,13.2,304
2014,HYUNDAI,GENESIS,FULL-SIZE,X,6,3.8,8.7,13,11.1,255
2014,HYUNDAI,SANTA FE,SUV - SMALL,X,6,3.3,9.1,13,11.2,258
2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,X,6,3.3,9.5,13.3,11.6,267
2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,X,4,2.4,8.7,11.6,10.3,237
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,X,4,2,9.7,12.9,11.5,264
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,X,4,2.4,9.4,12.5,11.1,255
2014,HYUNDAI,SONATA,FULL-SIZE,X,4,2,7.5,11.4,9.6,221
2014,HYUNDAI,SONATA,FULL-SIZE,X,4,2.4,7,9.8,8.5,196
2014,HYUNDAI,SONATA HYBRID,MID-SIZE,X,4,2.4,5.9,6.5,6.2,143
2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,X,4,2.4,5.9,6.6,6.3,145
2014,HYUNDAI,TUCSON,SUV - SMALL,X,4,2,8.2,10.2,9.3,214
2014,HYUNDAI,TUCSON,SUV - SMALL,X,4,2,8.6,11.4,10.1,232
2014,HYUNDAI,TUCSON,SUV - SMALL,X,4,2.4,8.3,11.3,10,230
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,X,4,2,9.3,11.4,10.5,242
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,X,4,2.4,9.3,11.6,10.6,244
2014,HYUNDAI,VELOSTER,COMPACT,X,4,1.6,6.6,8.6,7.7,177
2014,HYUNDAI,VELOSTER,COMPACT,X,4,1.6,6.7,9.1,8,184
2014,HYUNDAI,VELOSTER TURBO,COMPACT,X,4,1.6,7.5,9.9,8.8,202
2014,HYUNDAI,VELOSTER TURBO,COMPACT,X,4,1.6,7.1,9.7,8.5,196
2014,INFINITI,Q50,MID-SIZE,Z,6,3.7,8,12,10.2,235
2014,INFINITI,Q50 AWD,MID-SIZE,Z,6,3.7,8.7,12.6,10.8,248
2014,INFINITI,Q50 HYBRID,COMPACT,Z,6,3.5,6.7,8.2,7.5,172
2014,INFINITI,Q50 HYBRID AWD,COMPACT,Z,6,3.5,7.5,8.7,8.2,189
2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,Z,6,3.7,9.4,13.3,11.5,265
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,Z,6,3.7,9.3,13.6,11.7,269
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,Z,6,3.7,9.8,14.3,12.3,283
2014,INFINITI,Q60 COUPE,SUBCOMPACT,Z,6,3.7,8.9,12.9,11.1,255
2014,INFINITI,Q60 COUPE,SUBCOMPACT,Z,6,3.7,9.3,13.5,11.6,267
2014,INFINITI,Q70,MID-SIZE,Z,6,3.7,8.9,12.8,11,253
2014,INFINITI,Q70,MID-SIZE,Z,8,5.6,9.5,14.5,12.3,283
2014,INFINITI,Q70 AWD,MID-SIZE,Z,6,3.7,9.6,13.2,11.6,267
2014,INFINITI,Q70 AWD,MID-SIZE,Z,8,5.6,10.2,15,12.8,294
2014,INFINITI,Q70 HYBRID,MID-SIZE,Z,6,3.5,7,8,7.6,175
2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,Z,6,3.7,9.6,13.6,11.8,271
2014,INFINITI,QX60,SUV - SMALL,Z,6,3.5,9,11.9,10.6,244
2014,INFINITI,QX60 AWD,SUV - SMALL,Z,6,3.5,9.3,12.3,11,253
2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,X,4,2.5,8.2,8.8,8.5,196
2014,INFINITI,QX70 AWD,SUV - SMALL,Z,6,3.7,10.7,14.5,12.8,294
2014,INFINITI,QX70 AWD,SUV - SMALL,Z,8,5,11.9,16.6,14.5,334
2014,INFINITI,QX80 4WD,SUV - STANDARD,Z,8,5.6,12.1,17.4,15,345
2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,Z,6,3,8.4,11.8,10.3,237
2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,Z,6,3,8.7,12.2,10.6,244
2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,Z,8,5,10.2,15,12.8,294
2014,JAGUAR,XF,MID-SIZE,Z,4,2,8.2,12.3,10.5,242
2014,JAGUAR,XF 3.0L AWD,MID-SIZE,Z,6,3,9.1,14.7,12.2,281
2014,JAGUAR,XFR,MID-SIZE,Z,8,5,10.3,15.7,13.3,306
2014,JAGUAR,XFR,MID-SIZE,X,8,5,14.1,21.3,18.1,290
2014,JAGUAR,XFR-S,MID-SIZE,Z,8,5,10.3,15.7,13.3,306
2014,JAGUAR,XJ AWD,FULL-SIZE,Z,6,3,9.6,14.6,12.4,285
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,Z,8,5,10.2,15.8,13.3,306
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,X,8,5,13.6,20.6,17.5,280
2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,Z,6,3,9.6,14.7,12.4,285
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,Z,8,5,10.2,15.8,13.3,306
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,Z,8,5,13.6,20.6,17.5,280
2014,JAGUAR,XJR,FULL-SIZE,Z,8,5,10.2,15.8,13.3,306
2014,JAGUAR,XJR LWB,FULL-SIZE,Z,8,5,10.2,15.8,13.3,306
2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,Z,8,5,10.6,15.1,13.1,301
2014,JAGUAR,XK COUPE,MINICOMPACT,Z,8,5,9.9,14.8,12.6,290
2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,Z,8,5,10.9,15.9,13.7,315
